judul_film,ringkasan_sinopsis,genre
Pengantin topeng,Randy (Hardy Hartono) dan Alexa (Masayu Anastasia) akan menikah. Untuk mengucapkan selamat tinggal kepada hari-hari tanpa beban mereka mengundang tiga teman terbaik untuk berlibur di pantai surga. Billy (Gabriel Tabalujan) Kinar (Lolita Putri) dan Rosa (Adelia Rasya) senang untuk bergabung dalam kegembiraan dan berbagi perjalanan di mobil Randy ke pantai selatan Jawa Barat. Pada saat kedatangan ketiganya segera menghabiskan waktu melihat sekeliling sampai malam. Dengan berjemur tercebur di laut berbicara dan menari sudah larut ketika mereka sampai di jalan untuk bermalam di hotel. Mobil mogok di jalan dan jarak ke hotel cukup jauh. Di tempat terpencil ini tidak ada transportasi umum dan ponsel tidak mendapat koneksi. Akhirnya tidak ada pilihan bagi mereka kecuali tinggal di sebuah bungalo jompo di pantai. Menemukan mayat yang membusuk di rumah bukanlah cara yang baik untuk memulai malam hari - tetapi yang lebih buruk akan segera datang. Seperti adegan sedih Alexa dan adik laki-lakinya melihat di rumah,Horor
Permainan binal,Seorang penipu bangkrut mencoba untuk mendapatkan uang janda yang kaya tetapi putrinya melakukan intervensi. Sementara itu seorang pembunuh misterius sedang mengamuk.,Horor
Pertaruhan,Empat saudara Ibra Elzan Amar dan Ical berusaha mengumpulkan uang untuk perawatan ayah mereka. Selalu menemui jalan buntu saudara-saudara akhirnya mengambil keputusan yang nekat.,Horor
Petak Umpet Minako,Petak Umpet Minako menceritakan tentang sekelompok remaja yang mengunjungi gedung sekolah lama mereka untuk reuni SMA. Ketika seseorang di antara mereka mengusulkan sebuah permainan pemanggilan arwah firasat Gaby mengatakan sesuatu yang buruk akan terjadi sehingga dia menelepon kekasihnya Baron agar datang menjemput.,Horor
Planet Mars,Planet mars mengisahkan tentang kapal (yogi finanda) dengan kebiasaan unik yang ia miliki. Kebiasaan tersebut adalah bahwa kapal senang sekali menebak-nebak apa yang sedang dipikirkan oleh orang lain dan apa yang bakal terjadi dengan masa depan dari orang tersebut. Meski begitu tebakan dari kapal tersebut tak pernah terbukti tepat.,Horor
Pocong,"Film ini diawali dengan adegan pemerkosaan terhadap seorang gadis. Si pemerkosa yang telah menghajar si gadis memocongkannya dan menguburnya hidup-hidup. Belum juga menguburkan seorang seseorang yang membela si gadis datang dan menghajarnya tetapi si pemerkosa turut membunuhnya. Empat tahun kemudian. Seorang asisten dosen bernama Maya (Revalina S. Temat) memutuskan untuk pindah kesebuah apartemen yang berharga murah bersama adiknya yang bersikap acuh Andin (Risty Tagor) yang usia pendidikannya baru sampai 3 SMA. Penyebab kerenggangan mereka adalah kematian orang tua mereka dan pertunangan Maya dengan Adam (Ringgo Agus Rahman). Di apartemennya banyak kejanggalan seperti kemisteriusan sikap pengurus apartemen yang bernama Slamet jadwal pemadaman listrik bergilir setiap jam 3 bau asap menusuk dan sepinya apartemen. Situasi mulai berubah mencekam saat Andin mulai dihantui pocong di apartemennya. Maya yang menduga bahwa Andin hanya mabuk berat dan depresi tidak mempercayainya namun keesokan harinya pocong kembali menghantui hingga Andin menjadi depresi berat. Terdorong untuk menolong adiknya ia meminta bantuan seorang paranormal utnuk membantunya. Paranormal tersebut mengatakan bahwa pocong hadir kepada orang yang akan mendapat bahaya dengan tujuan untuk memperingatinya dan ada kekuatan jahat yang mengancam nyawa Maya dan adiknya. Dan dalam tujuan menyelamatkan Andin Maya dibuka mata batinnya oleh si paranormal yang membuat ia bisa melihat makhluk halus. Terorpun kini beralih kepada Maya lewat riset dosennya (Henidar Amroe) Maya mengetahui bahwa pocong pertama kali digunakan sebagai pengekang akan jiwa yang seharusnya bebas dari jasadnya dan hal itulah yang membuat jiwa yang belum terbebas memberitahu tanda-tanda musibah yang berada di alam roh ke dunia ini. Saat Maya sedang mandi ia menemukan seragam sekolah Andin yang berlumur darah dan dipinggir bajunya ada badge nama sekolahnya. Andin menyangkal bahwa baju sekolahnya ditempelkan badge karena sistem tersebut berakhir 4 tahun yang lalu. Maya mendatangi sekolah dan mendapat informasi tentang seorang murid bernama Rahma yang meninggal secara tidak wajar akibat kebakaran di rumahnya sendiri. Sang kakak Wisnu adalah satu-satunya orang yang berhasil selamat dari kebakaran tersebut. Maka Maya mendatangi alamat Rahma dan menanyakan orang yang pernah berkaitan dengan keluarga Pak Sugeng. Oleh seorang mantan pekerjanya diceritakan Pak Sugeng dan keluarga sangat baik dan saat itu ia menceritakan juga tentang keberadaan Wisnu yang kini terakhir didengar tengah mencari seseorang bernama Rustam seorang pekerja yang dendam karena dipecat dan memalas dendam dengan membakar rumah majikannya sendiri. Maya kemudain diberikan foto keluarga Pak Sugeng menunjukkan Wisnu tampak sama seperti wajah tetangga Maya dan Andin di apartemen mereka. Juga wajah Pak Sugeng sama persis dengan wajah Pak Slamet si pengurus apartemen. Apalagi di tambah dakta bahwa kebakaran rumahnya terjadi jam 3 sore menandakan bahwa Pak Sugeng menghantui apartemen tersebut. Lalu Maya memacu mobilnya ke apartemen dan menyadari bahwa Andin hilang. Lalu Maya menuruni tangga darurat dengan mematok sebuah pintu berlabel ""8 M"" dari lantainya kemudian saat ia menuruni tangga tulisan tersebut masih berada di lantai di bawahnya tanpa henti. Maya yang putus asa terperangkap dalam kegelapan dan menyadari dirinya tengah berada di hutan. Maya mencari Wisnu yang diketahuinya ternyata sudah meninggal di hutan tersebut Maya menyadarkannya untuk tidak menyalahkan siapa-siapa lagi atas kematian adiknya karena semua itu tidak salah siapapun. Adegan pemerkosaan pada awal film adalah titik puncak dari pemerkosaan Rahma dan arwah Wisnu menuntut balas atas kematian adiknya. Kemudian Maya mendatangi Andin yang sudah dikafani dan membebaskannya kemudian Adam datang memberitahu bahwa lokasi hutan itu semestinya adalah apartemen mengartikan bahwa selama ini apartemen itu adalah bentuk ilusi pikiran dan arwah Wisnu yang menggunakan ayahnya sendiri sebagai penjaga apartemen.",Horor
Pocong 2,"Selain itu kesulitan dan perjuangannya dalam meraih cita-citanya pun tergambar dan diceritakan dengan baik di dalam film ini. Empat tahun kemudian. Seorang asisten dosen bernama Maya (Revalina S. Temat) memutuskan untuk pindah kesebuah apartemen yang berharga murah bersama adiknya yang bersikap acuh Andin (Risty Tagor) yang usia pendidikannya baru sampai 3 SMA. Penyebab kerenggangan mereka adalah kematian orang tua mereka dan pertunangan Maya dengan Adam (Ringgo Agus Rahman). Di apartemennya banyak kejanggalan seperti kemisteriusan sikap pengurus apartemen yang bernama Slamet jadwal pemadaman listrik bergilir setiap jam 3 bau asap menusuk dan sepinya apartemen. Situasi mulai berubah mencekam saat Andin mulai dihantui pocong di apartemennya. Maya yang menduga bahwa Andin hanya mabuk berat dan depresi tidak mempercayainya namun keesokan harinya pocong kembali menghantui hingga Andin menjadi depresi berat. Terdorong untuk menolong adiknya ia meminta bantuan seorang paranormal utnuk membantunya. Paranormal tersebut mengatakan bahwa pocong hadir kepada orang yang akan mendapat bahaya dengan tujuan untuk memperingatinya dan ada kekuatan jahat yang mengancam nyawa Maya dan adiknya. Dan dalam tujuan menyelamatkan Andin Maya dibuka mata batinnya oleh si paranormal yang membuat ia bisa melihat makhluk halus. Terorpun kini beralih kepada Maya lewat riset dosennya (Henidar Amroe) Maya mengetahui bahwa pocong pertama kali digunakan sebagai pengekang akan jiwa yang seharusnya bebas dari jasadnya dan hal itulah yang membuat jiwa yang belum terbebas memberitahu tanda-tanda musibah yang berada di alam roh ke dunia ini. Saat Maya sedang mandi ia menemukan seragam sekolah Andin yang berlumur darah dan dipinggir bajunya ada badge nama sekolahnya. Andin menyangkal bahwa baju sekolahnya ditempelkan badge karena sistem tersebut berakhir 4 tahun yang lalu. Maya mendatangi sekolah dan mendapat informasi tentang seorang murid bernama Rahma yang meninggal secara tidak wajar akibat kebakaran di rumahnya sendiri. Sang kakak Wisnu adalah satu-satunya orang yang berhasil selamat dari kebakaran tersebut. Maka Maya mendatangi alamat Rahma dan menanyakan orang yang pernah berkaitan dengan keluarga Pak Sugeng. Oleh seorang mantan pekerjanya diceritakan Pak Sugeng dan keluarga sangat baik dan saat itu ia menceritakan juga tentang keberadaan Wisnu yang kini terakhir didengar tengah mencari seseorang bernama Rustam seorang pekerja yang dendam karena dipecat dan memalas dendam dengan membakar rumah majikannya sendiri. Maya kemudain diberikan foto keluarga Pak Sugeng menunjukkan Wisnu tampak sama seperti wajah tetangga Maya dan Andin di apartemen mereka. Juga wajah Pak Sugeng sama persis dengan wajah Pak Slamet si pengurus apartemen. Apalagi di tambah dakta bahwa kebakaran rumahnya terjadi jam 3 sore menandakan bahwa Pak Sugeng menghantui apartemen tersebut. Lalu Maya memacu mobilnya ke apartemen dan menyadari bahwa Andin hilang. Lalu Maya menuruni tangga darurat dengan mematok sebuah pintu berlabel ""8 M"" dari lantainya kemudian saat ia menuruni tangga tulisan tersebut masih berada di lantai di bawahnya tanpa henti. Maya yang putus asa terperangkap dalam kegelapan dan menyadari dirinya tengah berada di hutan. Maya mencari Wisnu yang diketahuinya ternyata sudah meninggal di hutan tersebut Maya menyadarkannya untuk tidak menyalahkan siapa-siapa lagi atas kematian adiknya karena semua itu tidak salah siapapun. Adegan pemerkosaan pada awal film adalah titik puncak dari pemerkosaan Rahma dan arwah Wisnu menuntut balas atas kematian adiknya. Kemudian Maya mendatangi Andin yang sudah dikafani dan membebaskannya kemudian Adam datang memberitahu bahwa lokasi hutan itu semestinya adalah apartemen mengartikan bahwa selama ini apartemen itu adalah bentuk ilusi pikiran dan arwah Wisnu yang menggunakan ayahnya sendiri sebagai penjaga apartemen.",Horor
Pocong Jumat Kliwon,"Film ini menceritakan mengenai sekelompok anak muda yang bersama-sama ingin membuat film horor namun pada proses syutingnya malah memanggil ""pemeran"" dari alam lain.",Horor
Pocong kamar sebelah,Film ini menceritakan mengenai setan pocong di suatu kamar pemuda yang bersama pemudi,Horor
Pocong rumah angker,Zaki Joana dan Debby mengunjungi rumah kosong yang selama ini dikenal sebagai tempat pembuangan dan penguburan mayat dalam kasus kriminal. Kedatangan Joana Zaki dan Debby untuk menDokumenterkan situasi bangunan dengan handycam. Joana tanpa sengaja menemukan payung usang dan mengembangkannya. Zaki percaya hal tersebut akan mengundang makhluk-makhluk gaib. Semenjak itu Zaki Joana dan Debby kerap diganggu oleh penampakkan berupa sosok wanita penari Jaipong dan pocong. Mereka menjalani hari-hari dengan perasaan was-was. Seramnya lagi Lilis sang hantu penari jaipong diizinkan menginap di rumah Zaki Ipung yang menyadari ini gembira sekali. Namun Zaki takut karena Lilis-lah hantu penari jaipong di rumah angker yang terlihat menari jaipong. Zaki berusaha membuktikan Lilis adalah hantu tetapi selalu gagal dan tidak dipercaya Ipung. Namun ketika Lilis ke toilet kampus Zaki setelah Ipung menunggu lama Lilis kepergok berwujud pocong akhirnya mereka kembali ketakutan. Ketika Joana dan Debby ingin minta maaf di Rumah Angker ada seorang Kakek Misterius. Kakek Misterius memperingatkan bahwa hantu penari jaipong dan pocong itu adalah dua sahabat sesama penari jaipong ( Lilis dan sahabatnya ). Lilis dan temannya dibunuh oleh orang yang sama yang menginginkan mereka. Akhirnya Zaki Joana dan Debby memutuskan meminta informasi ke rumah ibu Lilis. ibu Lilis menceritakan bahwa di rumah angker Lilis dan sahabatnya diperkosa dan dibunuh. ibu Lilis minta maaf karena anaknya telah menganggu mereka terutama Zaki yang wajahnya mirip pembunuhnya. Seingat ibu Lilis roh Lilis datang ke mimpi ibunya dan mengatakan bahwa cincin emas di jari manisnya hilang.,Horor
Pocong setan jompo,Lima orang mahasiswa yang semula normal menjadi berubah setelah kedatangan seorang wanita misterius yang mengaku sebagai pengurus sebuah Panti Jompo. Cecil (Uli Auliani) mahasiswi komunikasi yang cerdas baru saja putus dengan Ridho karena tertangkap basah selingkuh dengan mahasiswi lain. Joni(Rizky Mocil) anak rantau dari Garut yang santai menjalani kuliah dan Emilio (Herichan) sobat karibnya yang setia dan sering menjadi korban kejahilan Joni. Pagi itu tiba-tiba mereka berlima dipanggil untuk menghadap Pak Dekan dan mendapatkan tugas membantu suster Saskia wanita misterius untuk mengurus Panti Jompo. Mereka sempat memprotes Pak Dekan tetapi ketika suster Saskia muncul mereka terhipnotis dan menyatakan kesediaan mereka untuk membantu tanpa ragu–ragu. Tanpa ada yang menyadari bahwa mereka baru saja mengadakan perjanjian dengan setan yang sebenarnya yang tidak saja membutuhkan tenaga tetapi juga nyawa mereka.,Horor
Pocong vs Kuntilanak,Kisah cinta di zaman Belanda yang berujung sebuah penolakan. Membuat sang pria Raden Soekotjo dendam kepada Nyi Soroh yang lebih memilih Von Klingen sebagai suaminya. Raden Soekotjo yang berniat membunuh keluarga Von Klingen berhasil dibunuh oleh Kuntilanak yang dipelihara Nyi Soroh. Raden Soekotjo yang diserangpun sebelum kematiannya meminta agar tali pocongnya tidak dilepas dan akan membuat dirinya gentayangan dan memburu garis keturunan Von Klingen. Dimasa sekarang Vonny keturunan Nyi Soroh malah terlibat cinta dengan Marcell yang mana adalah keturunan anak Raden Soekotjo.,Horor
Pulau hantu,Delapan remaja akan berlayar untuk liburan. Namun kapal pesiar harus meninggalkan mereka di pulau kecil pribadi dengan satu resor. Pulau ini menyimpan rahasia hantu yang mulai memangsa kehidupan mereka satu per satu karena mereka bersenang-senang di pantai dan lepas pantai.,Horor
Raped by Saitan (Diperkosa setan),Sepintas Rico terlihat keren baik hati dan sopan sehingga tidak heran banyak gadis-gadis yang jatuh ke pelukannya. Tetapi sebetulnya ia seorang hiperseks dan selalu berganti teman tidur setiap malam sampai tewas mengenaskan dibunuh seorang kuntilanak yang menyamar sebagai gadis cantik. Beberapa waktu kemudian Marsya yang baru datang dari Pekalongan datang ke Jakarta untuk menyambung hidup dan secara tidak sengaja menempati kamar kos bekas Rico. Gangguan demi gangguan gaib dialaminya setiap malam. Beruntung Marsya kemudian mendapat pekerjaan sebagai sekretaris Pak Raymond bos muda yang memiliki asisten bermana Andre. Tidak dipungkiri Pak Raymond menaruh hati pada Marsya yang sayangnya lebih tertarik pada Andre. Situasi bertambah rumit karena akibat persetubuhan arwah Rico terhadap Marsya gadis tersebut hamil. Siapakah yang akan mempercayai ceritanya kelak dan mau menerima Marsya apa adanya?,Horor
Rasuk,Dibenci oleh ibunya yang menyalahkan ibunya atas kematian ayahnya Langgir Janaka hidup dengan iri pada sahabat-sahabatnya yang dianggapnya memiliki kehidupan yang sempurna. Suatu hari dia dan teman-temannya pergi berlibur ke vila. Persahabatan mereka diuji ketika nekad Langgir yang sekarang menjadi salah satu pacar sahabatnya juga bergabung dengan mereka. Dikonsumsi dengan cemburu Langgir memutuskan untuk meninggalkan teman-temannya di belakang. Dia segera menemukan sesuatu yang menakutkan yang mengancam tidak hanya hidupnya tetapi juga kehidupan teman-teman dan keluarganya.,Horor
Ratapan anak tiri 3,Karena ditolak ibu Sumarli (Tyas Wahono) pacarnya maka kejadian kecelakaan yang menimpa dirinya membuat Susy (Faradilla Sandy) memutuskan hubungan,Horor
Sabrina,Maira hidup bahagia dengan Aiden seorang pembuat boneka dan pemilik perusahaan mainan. Tapi Vanya putri angkat mereka dan keponakan Aiden masih berurusan dengan kehilangan ibu kandungnya. Setelah Vanya memainkan Charlie's Pencil untuk memanggil almarhum ibunya hal-hal aneh mulai terjadi. Maira diteror oleh boneka Sabrina. Apa yang terjadi dengan boneka itu dan apa yang diinginkannya?,Horor
Sakral,Ulang tahun seharusnya dirayakan dengan bahagia. Namun hal tersebut tidak terjadi pada Flora (Makayla Rose). Kehilangan kembarannya di usia yang masih anak-anak menjadi malapetaka tersendiri bagi ibunya. Flora tumbuh menjadi anak-anak yang tidak wajar. Ia lebih suka menyendiri dan bermain-main dengan “teman imajinasinya”. Petaka mulai datang ketika sang ibu Melina (Olla Ramlan) mulai berada dalam teror-teror yang misterius. Satu per satu orang yang berada dekat dengannya pun mengalami kematian yang misterius.,Horor
Santet,Seorang pria dan keluarganya kembali ke rumah untuk melihat ibunya yang sedang sakit hanya untuk mengetahui bahwa dia telah diatasi dengan sihir hitam.,Horor
